Hotel Name,Location,Amenities,Distance from City Center (km),Type of Room,Hotel Star Rating,Customer Rating,Check-in Time,Check-out Time,Day of the Week,Is Public Holiday,Is Tourism Zone,Google Trends Score,Hotel Price (INR)
Hotel Lagoon 40,Mumbai,"Business Center, Spa, Restaurant, Gym, Pool",19.19,Standard,4,3.0,2:00 PM,1:00 PM,Tuesday,0,0,73,4338
Hotel Regency 61,Bangalore,"Gym, Pet Friendly, Free WiFi, Bar, Airport Shuttle",21.15,Executive,2,3.4,11:00 AM,2:00 PM,Monday,0,1,64,2594
Hotel Serenity 74,Bangalore,"Gym, Pet Friendly, Business Center, Pool, Airport Shuttle",17.42,Suite,5,3.0,1:00 PM,2:00 PM,Thursday,1,1,64,4879
Hotel Metro 49,Mumbai,"Free WiFi, Pet Friendly",3.04,Suite,5,2.7,1:00 PM,2:00 PM,Monday,0,1,83,5027
Hotel Grand 66,Hyderabad,"Free WiFi, Gym, Pool",24.72,Executive,5,2.7,12:00 PM,11:00 AM,Monday,0,0,43,4732
Hotel Sapphire 10,Bangalore,"Bar, Free WiFi",3.62,Presidential Suite,3,3.6,11:00 AM,11:00 AM,Friday,0,0,69,3313
Hotel Regency 24,Chennai,"Spa, Pool",20.18,Deluxe,4,3.7,2:00 PM,12:00 PM,Sunday,0,1,62,4832
Hotel Sunrise 21,Chennai,"Restaurant, Pet Friendly",13.72,Standard,2,3.4,2:00 PM,2:00 PM,Sunday,0,1,22,2557
Hotel Plaza 23,Bangalore,"Gym, Pet Friendly, Parking, Business Center, Pool",0.88,Deluxe,5,2.6,11:00 AM,11:00 AM,Tuesday,0,0,91,5587
Hotel Vista 35,Hyderabad,"Gym, Restaurant, Parking, Pet Friendly, Business Center",3.39,Deluxe,4,3.6,1:00 PM,2:00 PM,Tuesday,1,0,22,4611
Hotel Serenity 60,Kolkata,"Restaurant, Pet Friendly, Spa",13.23,Presidential Suite,5,4.8,1:00 PM,12:00 PM,Wednesday,0,1,86,5489
Hotel Royal 43,Delhi,"Business Center, Airport Shuttle",16.73,Standard,2,4.7,1:00 PM,12:00 PM,Friday,1,1,95,2400
Hotel Sapphire 32,Jaipur,"Airport Shuttle, Restaurant, Gym",8.22,Deluxe,4,3.3,2:00 PM,2:00 PM,Saturday,0,0,69,4752
Hotel Palm 23,Chennai,"Pool, Spa, Gym, Restaurant",21.27,Standard,4,3.6,12:00 PM,1:00 PM,Saturday,0,1,69,4019
Hotel Bliss 46,Pune,"Spa, Pet Friendly, Restaurant",9.58,Executive,4,2.6,12:00 PM,1:00 PM,Thursday,0,0,57,4382
Hotel Magnolia 72,Bangalore,"Parking, Business Center, Gym",23.05,Presidential Suite,2,3.7,12:00 PM,12:00 PM,Monday,1,0,80,2487
Hotel Bliss 20,Delhi,"Restaurant, Spa",19.37,Presidential Suite,2,3.6,12:00 PM,1:00 PM,Monday,0,1,20,2259
Hotel Sunrise 77,Goa,"Restaurant, Bar, Spa, Free WiFi",22.13,Presidential Suite,2,2.9,2:00 PM,2:00 PM,Tuesday,1,1,70,2587
Hotel Metro 24,Delhi,"Airport Shuttle, Restaurant",23.16,Executive,3,3.4,12:00 PM,12:00 PM,Thursday,1,0,23,2932
Hotel Emerald 63,Ahmedabad,"Business Center, Restaurant, Pet Friendly, Parking, Spa",23.67,Executive,2,2.7,2:00 PM,11:00 AM,Tuesday,0,1,86,2109
Hotel Horizon 68,Kolkata,"Parking, Free WiFi, Pool",7.11,Deluxe,2,4.0,11:00 AM,2:00 PM,Monday,1,1,36,2946
Hotel Oasis 16,Kolkata,"Spa, Pool, Free WiFi",24.68,Suite,2,4.9,12:00 PM,1:00 PM,Sunday,0,1,35,2665
Hotel Palm 22,Chennai,"Pet Friendly, Gym, Restaurant, Business Center",24.07,Suite,3,3.0,1:00 PM,1:00 PM,Monday,1,1,45,3203
Hotel Euphoria 36,Mumbai,"Pool, Pet Friendly, Free WiFi, Restaurant, Bar",9.89,Suite,2,4.5,11:00 AM,11:00 AM,Sunday,0,0,80,3170
Hotel Heritage 92,Kolkata,"Business Center, Pet Friendly, Bar",12.18,Deluxe,2,4.1,12:00 PM,2:00 PM,Monday,1,0,99,2644
Hotel Lagoon 59,Bangalore,"Pool, Free WiFi, Parking, Spa, Airport Shuttle",11.87,Standard,5,3.3,2:00 PM,2:00 PM,Sunday,0,1,93,5255
Hotel Serenity 87,Pune,"Airport Shuttle, Free WiFi, Restaurant, Business Center",19.39,Deluxe,4,2.6,12:00 PM,2:00 PM,Saturday,0,0,64,4101
Hotel Oasis 90,Bangalore,"Spa, Pet Friendly, Gym, Parking",11.2,Presidential Suite,2,4.0,2:00 PM,12:00 PM,Saturday,0,1,57,2428
Hotel Royal 76,Chennai,"Parking, Bar",21.11,Deluxe,3,4.7,2:00 PM,2:00 PM,Friday,1,0,27,3558
Hotel Plaza 10,Hyderabad,"Spa, Gym, Parking, Business Center, Pet Friendly",17.19,Presidential Suite,5,2.5,12:00 PM,11:00 AM,Thursday,1,1,51,4801
Hotel Metro 27,Delhi,"Parking, Gym",1.03,Deluxe,5,4.4,11:00 AM,2:00 PM,Sunday,0,0,72,5565
Hotel Lagoon 84,Kolkata,"Restaurant, Gym, Airport Shuttle, Pool",18.84,Executive,2,3.3,12:00 PM,2:00 PM,Friday,1,0,63,2194
Hotel Moonlight 24,Delhi,"Pet Friendly, Parking",8.94,Suite,4,4.0,1:00 PM,12:00 PM,Thursday,1,1,51,4542
Hotel Bliss 59,Goa,"Pool, Bar",3.24,Executive,3,3.7,11:00 AM,1:00 PM,Saturday,0,1,47,3940
Hotel Palm 52,Pune,"Restaurant, Spa, Parking",2.4,Presidential Suite,4,2.9,11:00 AM,12:00 PM,Friday,0,1,99,4315
Hotel Sunrise 73,Kolkata,"Business Center, Gym, Pet Friendly, Free WiFi",23.18,Deluxe,3,4.0,2:00 PM,11:00 AM,Wednesday,0,0,90,3629
Hotel Palm 60,Kolkata,"Gym, Free WiFi, Airport Shuttle",15.64,Presidential Suite,5,2.9,2:00 PM,11:00 AM,Monday,1,0,26,5264
Hotel Serenity 98,Hyderabad,"Gym, Free WiFi, Restaurant, Pool, Airport Shuttle",6.98,Suite,5,2.6,12:00 PM,2:00 PM,Wednesday,1,1,82,5190
Hotel Emerald 53,Delhi,"Business Center, Parking, Pet Friendly, Restaurant, Free WiFi",22.07,Executive,5,4.1,1:00 PM,2:00 PM,Tuesday,1,1,28,5725
Hotel Horizon 96,Mumbai,"Airport Shuttle, Business Center, Free WiFi, Gym",19.03,Presidential Suite,4,2.8,12:00 PM,1:00 PM,Friday,0,0,83,4583
Hotel Heritage 43,Ahmedabad,"Airport Shuttle, Pet Friendly, Restaurant, Pool, Free WiFi",18.09,Executive,2,3.3,12:00 PM,2:00 PM,Wednesday,0,0,85,2504
Hotel Heritage 95,Hyderabad,"Bar, Pool, Restaurant, Spa",20.39,Suite,2,2.9,11:00 AM,1:00 PM,Thursday,0,1,89,2411
Hotel Magnolia 25,Mumbai,"Parking, Pet Friendly, Free WiFi, Business Center, Airport Shuttle",24.84,Executive,2,4.3,11:00 AM,2:00 PM,Wednesday,1,0,100,2776
Hotel Heritage 94,Hyderabad,"Business Center, Airport Shuttle, Bar, Gym",22.9,Standard,2,5.0,2:00 PM,12:00 PM,Tuesday,0,0,77,2296
Hotel Horizon 3,Chennai,"Spa, Bar, Free WiFi",20.53,Presidential Suite,3,4.4,11:00 AM,2:00 PM,Thursday,0,1,95,3720
Hotel Sunrise 12,Ahmedabad,"Airport Shuttle, Bar, Pool, Gym, Restaurant",6.94,Suite,5,3.3,2:00 PM,12:00 PM,Saturday,1,0,75,5375
Hotel Emerald 71,Chennai,"Free WiFi, Restaurant, Bar",4.88,Suite,3,3.1,2:00 PM,1:00 PM,Wednesday,1,0,78,3233
Hotel Plaza 8,Ahmedabad,"Pet Friendly, Pool, Parking",8.21,Presidential Suite,2,4.1,11:00 AM,1:00 PM,Saturday,0,0,20,2673
Hotel Sapphire 57,Jaipur,"Pool, Gym, Pet Friendly",15.11,Executive,4,4.0,12:00 PM,1:00 PM,Friday,0,0,65,4258
Hotel Crimson 20,Pune,"Business Center, Restaurant, Pet Friendly, Free WiFi",1.12,Deluxe,3,4.5,2:00 PM,2:00 PM,Tuesday,0,1,73,4364
Hotel Oasis 47,Delhi,"Gym, Pool",20.2,Standard,2,3.8,12:00 PM,1:00 PM,Monday,0,1,100,2547
Hotel Vista 67,Hyderabad,"Airport Shuttle, Bar, Free WiFi, Gym",15.44,Standard,2,4.3,1:00 PM,2:00 PM,Thursday,0,0,44,2316
Hotel Oasis 89,Hyderabad,"Restaurant, Airport Shuttle, Gym, Business Center, Pet Friendly",1.84,Standard,4,3.2,2:00 PM,1:00 PM,Monday,1,0,83,4592
Hotel Euphoria 65,Chennai,"Gym, Restaurant",13.88,Standard,5,4.2,12:00 PM,1:00 PM,Friday,1,0,49,5128
Hotel Grand 12,Pune,"Business Center, Bar, Gym",8.35,Deluxe,5,4.4,12:00 PM,12:00 PM,Wednesday,1,0,98,5602
Hotel Plaza 100,Jaipur,"Gym, Pool",0.95,Standard,2,2.6,11:00 AM,11:00 AM,Tuesday,0,0,75,2516
Hotel Lagoon 84,Ahmedabad,"Free WiFi, Bar, Parking, Pool, Spa",10.4,Presidential Suite,2,3.5,12:00 PM,11:00 AM,Wednesday,0,1,33,2958
Hotel Heritage 5,Ahmedabad,"Pet Friendly, Free WiFi",5.3,Presidential Suite,3,4.2,11:00 AM,1:00 PM,Wednesday,0,0,20,3411
Hotel Metro 90,Hyderabad,"Airport Shuttle, Restaurant, Pet Friendly",15.54,Standard,5,4.5,11:00 AM,2:00 PM,Saturday,0,0,62,5589
Hotel Palm 23,Goa,"Restaurant, Gym, Pool, Parking, Spa",22.44,Presidential Suite,4,2.8,2:00 PM,11:00 AM,Sunday,1,1,57,4537
Hotel Metro 96,Ahmedabad,"Bar, Gym, Restaurant",18.03,Standard,5,3.7,2:00 PM,2:00 PM,Friday,1,1,65,5458
Hotel Sapphire 47,Goa,"Pet Friendly, Parking, Pool, Gym",8.59,Executive,4,3.0,1:00 PM,11:00 AM,Sunday,1,0,91,4655
Hotel Sunrise 97,Bangalore,"Bar, Business Center, Pet Friendly, Free WiFi",21.33,Presidential Suite,5,4.0,12:00 PM,11:00 AM,Friday,0,0,72,5455
Hotel Euphoria 42,Hyderabad,"Spa, Restaurant, Airport Shuttle, Pool, Parking",20.64,Presidential Suite,2,2.5,1:00 PM,12:00 PM,Wednesday,1,0,50,1996
Hotel Metro 91,Chennai,"Gym, Pool, Pet Friendly, Business Center, Parking",1.15,Standard,3,2.5,2:00 PM,12:00 PM,Monday,0,0,32,3478
Hotel Regency 58,Hyderabad,"Parking, Business Center",14.92,Presidential Suite,4,4.1,1:00 PM,12:00 PM,Wednesday,1,1,90,4738
Hotel Plaza 40,Chennai,"Gym, Airport Shuttle, Restaurant, Parking",6.89,Executive,2,4.6,1:00 PM,2:00 PM,Thursday,1,1,67,3110
Hotel Euphoria 30,Hyderabad,"Airport Shuttle, Pool, Bar",15.84,Deluxe,4,3.9,12:00 PM,1:00 PM,Saturday,1,1,77,4470
Hotel Vista 77,Pune,"Free WiFi, Pool",5.35,Deluxe,4,3.5,11:00 AM,12:00 PM,Sunday,1,1,39,5049
Hotel Heritage 52,Chennai,"Airport Shuttle, Spa, Bar, Pool",17.75,Presidential Suite,3,2.6,11:00 AM,1:00 PM,Sunday,0,1,96,3644
Hotel Plaza 69,Jaipur,"Parking, Pet Friendly, Gym, Business Center, Airport Shuttle",3.23,Presidential Suite,4,3.0,12:00 PM,11:00 AM,Saturday,1,0,44,4360
Hotel Lagoon 84,Pune,"Pool, Business Center, Bar",15.28,Presidential Suite,4,2.9,1:00 PM,2:00 PM,Wednesday,0,1,74,4486
Hotel Euphoria 98,Chennai,"Pet Friendly, Spa",7.4,Standard,5,4.0,1:00 PM,12:00 PM,Saturday,0,0,90,5321
Hotel Magnolia 4,Jaipur,"Pool, Parking, Spa, Free WiFi, Pet Friendly",19.4,Suite,5,4.9,12:00 PM,12:00 PM,Saturday,1,1,75,5395
Hotel Sapphire 16,Chennai,"Airport Shuttle, Spa, Restaurant",17.01,Deluxe,3,4.6,11:00 AM,12:00 PM,Sunday,0,1,40,3181
Hotel Grand 9,Delhi,"Free WiFi, Airport Shuttle, Pool, Pet Friendly, Restaurant",22.88,Suite,4,3.4,1:00 PM,11:00 AM,Saturday,0,0,98,4038
Hotel Palm 97,Chennai,"Pool, Spa, Free WiFi",4.44,Presidential Suite,2,4.1,11:00 AM,12:00 PM,Sunday,0,1,60,2865
Hotel Serenity 41,Kolkata,"Airport Shuttle, Bar, Business Center, Gym",19.53,Standard,5,4.7,12:00 PM,1:00 PM,Monday,0,1,72,5992
Hotel Oasis 56,Kolkata,"Pool, Restaurant, Pet Friendly",18.98,Standard,4,4.1,2:00 PM,11:00 AM,Thursday,0,1,29,4107
Hotel Grand 17,Delhi,"Spa, Airport Shuttle, Parking",21.95,Standard,5,2.6,12:00 PM,2:00 PM,Saturday,1,0,28,5498
Hotel Horizon 7,Jaipur,"Parking, Pool, Airport Shuttle, Business Center, Pet Friendly",3.07,Executive,4,3.5,2:00 PM,11:00 AM,Thursday,1,0,100,4210
Hotel Grand 42,Bangalore,"Pet Friendly, Free WiFi",16.21,Presidential Suite,5,3.1,1:00 PM,12:00 PM,Monday,0,0,89,5518
Hotel Moonlight 63,Delhi,"Free WiFi, Gym",12.49,Deluxe,5,3.7,12:00 PM,12:00 PM,Monday,1,1,89,5375
Hotel Sunrise 87,Ahmedabad,"Business Center, Gym",19.16,Deluxe,2,4.5,1:00 PM,12:00 PM,Monday,1,1,70,2771
Hotel Regency 88,Hyderabad,"Pet Friendly, Airport Shuttle, Bar",17.85,Suite,5,5.0,1:00 PM,1:00 PM,Friday,1,0,33,6143
Hotel Sapphire 66,Mumbai,"Gym, Pet Friendly",3.0,Executive,3,5.0,1:00 PM,2:00 PM,Saturday,0,1,25,4073
Hotel Royal 41,Jaipur,"Restaurant, Spa, Pool",21.49,Suite,2,3.5,1:00 PM,1:00 PM,Thursday,0,0,92,2765
Hotel Serenity 81,Bangalore,"Restaurant, Gym, Airport Shuttle, Pet Friendly",8.3,Executive,4,3.9,12:00 PM,12:00 PM,Wednesday,1,1,61,4348
Hotel Oasis 4,Pune,"Restaurant, Pet Friendly, Gym, Airport Shuttle, Bar",8.95,Standard,4,2.9,12:00 PM,1:00 PM,Friday,0,0,70,4551
Hotel Sapphire 56,Jaipur,"Pet Friendly, Parking, Restaurant, Free WiFi",5.88,Presidential Suite,2,4.8,11:00 AM,2:00 PM,Friday,0,1,56,2775
Hotel Palm 83,Hyderabad,"Pool, Gym, Parking, Spa",23.89,Executive,3,4.4,2:00 PM,12:00 PM,Saturday,1,1,35,2994
Hotel Crimson 94,Jaipur,"Bar, Airport Shuttle",16.5,Deluxe,2,4.0,1:00 PM,12:00 PM,Sunday,1,1,62,2094
Hotel Heritage 75,Goa,"Restaurant, Spa, Free WiFi, Pet Friendly, Pool",7.59,Standard,5,4.8,1:00 PM,1:00 PM,Wednesday,0,0,94,5833
Hotel Grand 45,Kolkata,"Airport Shuttle, Free WiFi",0.73,Suite,5,4.5,11:00 AM,12:00 PM,Saturday,1,1,59,5599
Hotel Heritage 70,Kolkata,"Business Center, Restaurant, Gym",21.05,Deluxe,5,3.5,1:00 PM,12:00 PM,Wednesday,0,0,54,5387
Hotel Palm 7,Delhi,"Bar, Pool, Spa, Airport Shuttle, Pet Friendly",18.62,Suite,4,3.2,2:00 PM,12:00 PM,Tuesday,1,1,55,4505
Hotel Metro 94,Bangalore,"Business Center, Free WiFi",0.63,Suite,4,4.1,1:00 PM,2:00 PM,Tuesday,0,1,43,4901
Hotel Euphoria 100,Bangalore,"Spa, Pool, Business Center, Free WiFi, Pet Friendly",14.76,Presidential Suite,5,3.2,1:00 PM,2:00 PM,Monday,1,0,93,5300
Hotel Serenity 73,Chennai,"Spa, Pool, Gym",8.41,Executive,2,4.3,11:00 AM,1:00 PM,Wednesday,1,1,90,2581
Hotel Emerald 48,Mumbai,"Airport Shuttle, Restaurant, Business Center, Spa",13.76,Presidential Suite,2,3.3,12:00 PM,1:00 PM,Sunday,1,1,90,2282
Hotel Palm 46,Delhi,"Bar, Pet Friendly, Gym, Restaurant",5.09,Standard,2,4.4,11:00 AM,11:00 AM,Sunday,0,1,46,2517
Hotel Palm 45,Delhi,"Gym, Restaurant, Pet Friendly",12.31,Standard,2,5.0,12:00 PM,11:00 AM,Wednesday,0,1,46,2604
Hotel Serenity 91,Goa,"Bar, Airport Shuttle, Business Center",20.92,Standard,5,3.3,1:00 PM,2:00 PM,Tuesday,1,0,75,5209
Hotel Moonlight 91,Kolkata,"Airport Shuttle, Free WiFi, Pool, Gym, Restaurant",14.49,Standard,5,2.6,11:00 AM,1:00 PM,Thursday,1,1,59,5330
Hotel Vista 34,Delhi,"Parking, Business Center",9.11,Presidential Suite,4,2.6,12:00 PM,11:00 AM,Saturday,0,1,46,4108
Hotel Moonlight 15,Bangalore,"Spa, Restaurant, Pet Friendly, Gym, Free WiFi",22.87,Suite,3,4.0,2:00 PM,2:00 PM,Sunday,0,0,84,3220
Hotel Sunrise 51,Goa,"Pet Friendly, Spa",16.33,Deluxe,3,4.8,1:00 PM,2:00 PM,Tuesday,1,0,36,4091
Hotel Metro 33,Jaipur,"Restaurant, Gym",20.04,Executive,2,4.9,2:00 PM,11:00 AM,Friday,0,1,73,2201
Hotel Oasis 2,Hyderabad,"Business Center, Restaurant, Gym, Parking",24.57,Presidential Suite,4,3.2,12:00 PM,12:00 PM,Thursday,0,1,34,3975
Hotel Bliss 45,Mumbai,"Restaurant, Airport Shuttle, Free WiFi, Parking, Gym",22.62,Standard,4,4.9,11:00 AM,1:00 PM,Thursday,1,0,37,4042
Hotel Sunrise 6,Jaipur,"Bar, Gym, Parking, Free WiFi",10.36,Deluxe,2,4.5,1:00 PM,2:00 PM,Wednesday,0,0,33,2731
Hotel Metro 54,Chennai,"Pet Friendly, Gym, Parking",9.32,Deluxe,2,2.8,2:00 PM,1:00 PM,Thursday,0,1,61,2224
Hotel Moonlight 2,Mumbai,"Spa, Airport Shuttle, Pet Friendly",19.23,Deluxe,2,3.2,1:00 PM,1:00 PM,Wednesday,0,1,20,2331
Hotel Regency 87,Pune,"Airport Shuttle, Free WiFi",4.9,Executive,2,3.1,12:00 PM,11:00 AM,Sunday,0,0,69,2942
Hotel Horizon 80,Jaipur,"Pet Friendly, Spa, Business Center, Parking, Free WiFi",7.52,Standard,3,4.3,1:00 PM,2:00 PM,Friday,0,0,46,3210
Hotel Metro 47,Jaipur,"Spa, Free WiFi, Pet Friendly, Restaurant",6.86,Presidential Suite,4,4.4,11:00 AM,1:00 PM,Tuesday,0,0,56,4931
Hotel Horizon 17,Delhi,"Pool, Pet Friendly, Parking",14.6,Suite,3,3.1,11:00 AM,12:00 PM,Wednesday,1,0,74,3743
Hotel Bliss 59,Mumbai,"Gym, Business Center",13.83,Deluxe,4,3.3,11:00 AM,11:00 AM,Monday,0,0,22,4378
Hotel Heritage 97,Delhi,"Bar, Business Center, Restaurant",23.96,Presidential Suite,5,2.6,12:00 PM,1:00 PM,Thursday,1,1,81,4875
Hotel Regency 97,Kolkata,"Restaurant, Parking",24.61,Executive,5,4.4,1:00 PM,12:00 PM,Friday,1,1,30,5301
Hotel Horizon 4,Hyderabad,"Restaurant, Airport Shuttle, Bar, Pet Friendly, Parking",2.7,Executive,5,2.8,2:00 PM,11:00 AM,Wednesday,0,1,25,5837
Hotel Moonlight 12,Bangalore,"Restaurant, Gym, Parking, Airport Shuttle",12.82,Presidential Suite,2,4.2,1:00 PM,1:00 PM,Friday,0,1,68,3074
Hotel Crimson 33,Delhi,"Pet Friendly, Free WiFi",5.51,Executive,2,3.2,11:00 AM,11:00 AM,Tuesday,0,1,43,2358
Hotel Heritage 52,Chennai,"Airport Shuttle, Gym, Business Center",17.3,Presidential Suite,3,4.0,2:00 PM,11:00 AM,Sunday,1,0,51,3440
Hotel Palm 38,Chennai,"Bar, Pet Friendly, Parking, Gym, Pool",9.92,Standard,2,2.6,11:00 AM,1:00 PM,Sunday,1,1,50,2739
Hotel Crimson 67,Jaipur,"Spa, Free WiFi, Bar",17.52,Presidential Suite,3,3.8,2:00 PM,12:00 PM,Thursday,0,0,64,2955
Hotel Oasis 20,Ahmedabad,"Pet Friendly, Spa, Gym",20.3,Presidential Suite,3,4.1,12:00 PM,2:00 PM,Sunday,1,0,30,3039
Hotel Serenity 10,Bangalore,"Bar, Pool, Business Center, Restaurant",22.2,Deluxe,5,3.4,12:00 PM,11:00 AM,Tuesday,0,0,61,5286
Hotel Crimson 68,Jaipur,"Restaurant, Spa",15.67,Suite,2,3.5,1:00 PM,12:00 PM,Monday,1,0,55,2745
Hotel Grand 76,Ahmedabad,"Business Center, Restaurant, Pet Friendly, Spa, Parking",17.93,Deluxe,3,2.5,1:00 PM,2:00 PM,Friday,1,0,90,3122
Hotel Grand 22,Kolkata,"Airport Shuttle, Parking, Spa",9.45,Executive,3,5.0,12:00 PM,1:00 PM,Thursday,0,1,77,3545
Hotel Magnolia 74,Mumbai,"Restaurant, Gym, Pet Friendly, Airport Shuttle",16.64,Standard,2,3.6,12:00 PM,1:00 PM,Tuesday,0,1,53,2507
Hotel Emerald 93,Delhi,"Pool, Restaurant, Business Center, Pet Friendly, Bar",19.6,Presidential Suite,4,4.2,12:00 PM,1:00 PM,Saturday,0,1,42,4339
Hotel Magnolia 37,Pune,"Pool, Bar",22.0,Executive,4,2.7,12:00 PM,2:00 PM,Saturday,1,1,39,4524
Hotel Moonlight 86,Mumbai,"Pool, Airport Shuttle, Bar",19.62,Deluxe,5,3.7,11:00 AM,12:00 PM,Thursday,0,0,28,5051
Hotel Palm 27,Bangalore,"Spa, Restaurant, Pet Friendly, Free WiFi, Business Center",16.67,Executive,4,3.5,2:00 PM,12:00 PM,Sunday,0,1,80,4294
Hotel Horizon 55,Delhi,"Spa, Gym, Restaurant, Bar, Pet Friendly",6.72,Presidential Suite,4,4.6,1:00 PM,1:00 PM,Tuesday,1,1,98,4992
Hotel Regency 19,Delhi,"Business Center, Free WiFi",0.54,Presidential Suite,4,4.3,11:00 AM,11:00 AM,Wednesday,0,0,88,4431
Hotel Lagoon 60,Chennai,"Airport Shuttle, Spa",10.02,Suite,4,4.6,1:00 PM,11:00 AM,Tuesday,1,1,60,4446
Hotel Plaza 36,Mumbai,"Gym, Parking",21.43,Executive,3,3.7,11:00 AM,12:00 PM,Sunday,0,1,53,3329
Hotel Euphoria 58,Bangalore,"Pet Friendly, Gym",21.05,Suite,4,4.9,2:00 PM,1:00 PM,Saturday,0,0,48,4604
Hotel Vista 38,Delhi,"Pet Friendly, Pool",14.36,Deluxe,3,4.4,1:00 PM,2:00 PM,Friday,0,0,65,3457
Hotel Moonlight 40,Mumbai,"Free WiFi, Pet Friendly, Bar",0.53,Presidential Suite,3,4.9,11:00 AM,2:00 PM,Thursday,0,0,44,4299
Hotel Horizon 10,Mumbai,"Business Center, Pet Friendly, Parking, Gym",10.07,Deluxe,4,4.8,12:00 PM,11:00 AM,Friday,1,0,96,5117
Hotel Magnolia 88,Jaipur,"Parking, Pool",24.91,Standard,3,2.5,2:00 PM,1:00 PM,Tuesday,1,1,43,3386
Hotel Lagoon 67,Delhi,"Pet Friendly, Bar, Gym, Spa, Pool",20.23,Presidential Suite,4,3.4,2:00 PM,12:00 PM,Sunday,0,0,93,4547
Hotel Lagoon 91,Delhi,"Spa, Parking, Free WiFi, Gym",12.45,Suite,3,2.9,1:00 PM,2:00 PM,Sunday,1,0,25,3210
Hotel Euphoria 90,Bangalore,"Restaurant, Business Center, Free WiFi, Bar, Spa",12.83,Standard,3,3.2,1:00 PM,1:00 PM,Thursday,0,0,70,3740
Hotel Emerald 42,Bangalore,"Parking, Restaurant",7.73,Presidential Suite,4,2.6,11:00 AM,2:00 PM,Saturday,1,0,41,4790
Hotel Sapphire 100,Mumbai,"Pet Friendly, Parking",8.77,Standard,3,3.6,11:00 AM,12:00 PM,Friday,1,1,26,3736
Hotel Metro 40,Pune,"Restaurant, Airport Shuttle, Bar, Parking",15.94,Deluxe,4,3.8,1:00 PM,2:00 PM,Tuesday,0,0,93,4055
Hotel Vista 74,Mumbai,"Pet Friendly, Bar, Free WiFi",5.24,Standard,5,5.0,1:00 PM,2:00 PM,Monday,0,1,45,5510
Hotel Lagoon 22,Ahmedabad,"Spa, Free WiFi, Bar, Restaurant, Airport Shuttle",7.76,Suite,5,2.9,12:00 PM,2:00 PM,Sunday,1,1,47,5586
Hotel Plaza 14,Hyderabad,"Free WiFi, Airport Shuttle",6.99,Standard,5,2.5,11:00 AM,12:00 PM,Monday,1,0,69,5128
Hotel Serenity 51,Delhi,"Airport Shuttle, Free WiFi",8.62,Deluxe,3,4.7,1:00 PM,12:00 PM,Tuesday,0,0,29,3744
Hotel Horizon 78,Chennai,"Free WiFi, Business Center",10.81,Suite,2,3.9,12:00 PM,1:00 PM,Monday,1,1,50,2290
Hotel Sunrise 5,Jaipur,"Business Center, Spa, Bar, Gym, Pool",5.89,Suite,3,4.2,1:00 PM,2:00 PM,Tuesday,1,0,29,4205
Hotel Palm 24,Hyderabad,"Free WiFi, Pet Friendly, Restaurant, Business Center",14.86,Suite,5,4.9,12:00 PM,2:00 PM,Wednesday,1,0,90,5327
Hotel Serenity 57,Ahmedabad,"Airport Shuttle, Business Center, Restaurant, Bar, Pet Friendly",17.78,Presidential Suite,3,3.3,11:00 AM,11:00 AM,Wednesday,1,0,61,3263
Hotel Vista 23,Pune,"Parking, Business Center, Gym",4.23,Standard,4,2.5,12:00 PM,1:00 PM,Tuesday,1,1,42,4089
Hotel Metro 73,Ahmedabad,"Pool, Spa, Airport Shuttle, Pet Friendly",14.2,Deluxe,3,3.5,2:00 PM,11:00 AM,Sunday,0,0,32,3211
Hotel Emerald 84,Delhi,"Restaurant, Spa, Bar, Business Center",20.19,Standard,2,2.9,1:00 PM,2:00 PM,Monday,0,1,66,1874
Hotel Palm 39,Delhi,"Free WiFi, Parking, Restaurant, Spa, Airport Shuttle",4.58,Suite,2,2.5,2:00 PM,1:00 PM,Thursday,0,1,22,2310
Hotel Horizon 47,Goa,"Pet Friendly, Business Center, Pool, Bar",15.55,Standard,4,3.2,11:00 AM,2:00 PM,Thursday,1,0,59,4824
Hotel Sapphire 4,Delhi,"Pool, Spa, Parking",1.18,Standard,4,3.1,12:00 PM,2:00 PM,Wednesday,1,0,32,4929
Hotel Oasis 4,Jaipur,"Gym, Parking, Business Center, Spa, Bar",14.98,Deluxe,4,4.0,2:00 PM,11:00 AM,Saturday,1,1,67,4557
Hotel Plaza 98,Goa,"Airport Shuttle, Parking, Spa, Pet Friendly",6.72,Deluxe,2,3.5,1:00 PM,11:00 AM,Tuesday,0,1,77,2799
Hotel Vista 86,Delhi,"Bar, Pet Friendly, Parking",10.51,Suite,3,3.9,1:00 PM,12:00 PM,Friday,1,1,48,3295
Hotel Horizon 4,Pune,"Spa, Airport Shuttle",2.33,Deluxe,5,3.0,2:00 PM,12:00 PM,Tuesday,1,0,99,5333
Hotel Euphoria 43,Ahmedabad,"Airport Shuttle, Pool, Pet Friendly, Restaurant, Gym",8.2,Presidential Suite,2,3.2,1:00 PM,1:00 PM,Tuesday,0,0,91,2454
Hotel Euphoria 46,Chennai,"Restaurant, Free WiFi, Airport Shuttle, Parking",17.55,Executive,4,4.2,11:00 AM,2:00 PM,Sunday,1,0,74,4893
Hotel Vista 24,Mumbai,"Spa, Free WiFi",2.16,Suite,5,4.0,11:00 AM,2:00 PM,Sunday,1,0,67,6021
